Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request date,Request hour,Request mins,Request day,Request month,Request year,Drop date,Drop hour,Drop mins,Drop day,Drop month,Drop year
1285,City,83,Trip Completed,11-07-2016 22:13,11-07-2016 23:17,11-07-2016,22,13,11,7,2016,11-07-2016,23,17,11,7,2016
3394,City,83,Trip Completed,13-07-2016 14:51,13-07-2016 15:32,13-07-2016,14,51,13,7,2016,13-07-2016,15,32,13,7,2016
3520,City,83,Trip Completed,13-07-2016 17:43,13-07-2016 18:36,13-07-2016,17,43,13,7,2016,13-07-2016,18,36,13,7,2016
4998,City,83,Trip Completed,14-07-2016 18:52,14-07-2016 20:04,14-07-2016,18,52,14,7,2016,14-07-2016,20,4,14,7,2016
5377,City,83,Trip Completed,14-07-2016 23:42,15-07-2016 00:39,14-07-2016,23,42,14,7,2016,15-07-2016,0,39,15,7,2016
5759,City,83,Trip Completed,15-07-2016 08:16,15-07-2016 08:54,15-07-2016,8,16,15,7,2016,15-07-2016,8,54,15,7,2016
422,City,84,Trip Completed,11-07-2016 08:42,11-07-2016 09:56,11-07-2016,8,42,11,7,2016,11-07-2016,9,56,11,7,2016
578,Airport,84,Trip Completed,11-07-2016 11:03,11-07-2016 11:53,11-07-2016,11,3,11,7,2016,11-07-2016,11,53,11,7,2016
3035,City,84,Trip Completed,13-07-2016 07:31,13-07-2016 08:47,13-07-2016,7,31,13,7,2016,13-07-2016,8,47,13,7,2016
3728,Airport,84,Trip Completed,13-07-2016 20:03,13-07-2016 21:16,13-07-2016,20,3,13,7,2016,13-07-2016,21,16,13,7,2016
4097,City,84,Trip Completed,14-07-2016 03:15,14-07-2016 04:05,14-07-2016,3,15,14,7,2016,14-07-2016,4,5,14,7,2016
5184,City,84,Trip Completed,14-07-2016 20:42,14-07-2016 21:49,14-07-2016,20,42,14,7,2016,14-07-2016,21,49,14,7,2016
5404,City,84,Trip Completed,15-07-2016 01:12,15-07-2016 02:05,15-07-2016,1,12,15,7,2016,15-07-2016,2,5,15,7,2016
5525,Airport,84,Trip Completed,15-07-2016 05:18,15-07-2016 06:36,15-07-2016,5,18,15,7,2016,15-07-2016,6,36,15,7,2016
6392,Airport,84,Trip Completed,15-07-2016 19:24,15-07-2016 20:31,15-07-2016,19,24,15,7,2016,15-07-2016,20,31,15,7,2016
603,Airport,85,Trip Completed,11-07-2016 11:43,11-07-2016 12:56,11-07-2016,11,43,11,7,2016,11-07-2016,12,56,11,7,2016
1956,City,85,Trip Completed,12-07-2016 11:45,12-07-2016 12:32,12-07-2016,11,45,12,7,2016,12-07-2016,12,32,12,7,2016
2914,Airport,85,Trip Completed,13-07-2016 06:16,13-07-2016 06:51,13-07-2016,6,16,13,7,2016,13-07-2016,6,51,13,7,2016
3434,Airport,85,Trip Completed,13-07-2016 16:07,13-07-2016 16:48,13-07-2016,16,7,13,7,2016,13-07-2016,16,48,13,7,2016
3454,City,85,Trip Completed,13-07-2016 16:57,13-07-2016 18:07,13-07-2016,16,57,13,7,2016,13-07-2016,18,7,13,7,2016
3809,City,85,Trip Completed,13-07-2016 20:58,13-07-2016 21:43,13-07-2016,20,58,13,7,2016,13-07-2016,21,43,13,7,2016
3947,Airport,85,Trip Completed,13-07-2016 22:39,13-07-2016 23:15,13-07-2016,22,39,13,7,2016,13-07-2016,23,15,13,7,2016
4319,Airport,85,Trip Completed,14-07-2016 06:54,14-07-2016 08:09,14-07-2016,6,54,14,7,2016,14-07-2016,8,9,14,7,2016
4716,City,85,Trip Completed,14-07-2016 13:36,14-07-2016 14:08,14-07-2016,13,36,14,7,2016,14-07-2016,14,8,14,7,2016
5790,Airport,85,Trip Completed,15-07-2016 08:31,15-07-2016 09:40,15-07-2016,8,31,15,7,2016,15-07-2016,9,40,15,7,2016
6205,Airport,85,Trip Completed,15-07-2016 17:26,15-07-2016 18:38,15-07-2016,17,26,15,7,2016,15-07-2016,18,38,15,7,2016
6727,Airport,85,Trip Completed,15-07-2016 23:25,16-07-2016 00:19,15-07-2016,23,25,15,7,2016,16-07-2016,0,19,16,7,2016
51,City,86,Trip Completed,11-07-2016 03:34,11-07-2016 04:33,11-07-2016,3,34,11,7,2016,11-07-2016,4,33,11,7,2016
446,City,86,Trip Completed,11-07-2016 09:07,11-07-2016 10:08,11-07-2016,9,7,11,7,2016,11-07-2016,10,8,11,7,2016
1252,City,86,Trip Completed,11-07-2016 21:51,11-07-2016 22:58,11-07-2016,21,51,11,7,2016,11-07-2016,22,58,11,7,2016
1380,Airport,86,Trip Completed,12-07-2016 01:01,12-07-2016 02:15,12-07-2016,1,1,12,7,2016,12-07-2016,2,15,12,7,2016
1638,City,86,Trip Completed,12-07-2016 07:15,12-07-2016 07:50,12-07-2016,7,15,12,7,2016,12-07-2016,7,50,12,7,2016
2152,Airport,86,Trip Completed,12-07-2016 17:25,12-07-2016 17:55,12-07-2016,17,25,12,7,2016,12-07-2016,17,55,12,7,2016
3125,City,86,Trip Completed,13-07-2016 08:45,13-07-2016 09:19,13-07-2016,8,45,13,7,2016,13-07-2016,9,19,13,7,2016
3366,City,86,Trip Completed,13-07-2016 13:45,13-07-2016 14:34,13-07-2016,13,45,13,7,2016,13-07-2016,14,34,13,7,2016
4632,Airport,86,Trip Completed,14-07-2016 11:21,14-07-2016 12:20,14-07-2016,11,21,14,7,2016,14-07-2016,12,20,14,7,2016
5924,City,86,Trip Completed,15-07-2016 10:09,15-07-2016 10:47,15-07-2016,10,9,15,7,2016,15-07-2016,10,47,15,7,2016
6133,Airport,86,Trip Completed,15-07-2016 15:43,15-07-2016 16:15,15-07-2016,15,43,15,7,2016,15-07-2016,16,15,15,7,2016
6316,Airport,86,Trip Completed,15-07-2016 18:35,15-07-2016 19:07,15-07-2016,18,35,15,7,2016,15-07-2016,19,7,15,7,2016
6609,City,86,Trip Completed,15-07-2016 21:44,15-07-2016 22:55,15-07-2016,21,44,15,7,2016,15-07-2016,22,55,15,7,2016
246,Airport,87,Trip Completed,11-07-2016 06:35,11-07-2016 07:10,11-07-2016,6,35,11,7,2016,11-07-2016,7,10,11,7,2016
980,Airport,87,Trip Completed,11-07-2016 19:00,11-07-2016 20:15,11-07-2016,19,0,11,7,2016,11-07-2016,20,15,11,7,2016
1677,City,87,Trip Completed,12-07-2016 07:38,12-07-2016 08:16,12-07-2016,7,38,12,7,2016,12-07-2016,8,16,12,7,2016
4620,City,87,Trip Completed,14-07-2016 10:59,14-07-2016 12:14,14-07-2016,10,59,14,7,2016,14-07-2016,12,14,14,7,2016
4848,Airport,87,Trip Completed,14-07-2016 17:33,14-07-2016 18:16,14-07-2016,17,33,14,7,2016,14-07-2016,18,16,14,7,2016
5402,Airport,87,Trip Completed,15-07-2016 01:06,15-07-2016 01:48,15-07-2016,1,6,15,7,2016,15-07-2016,1,48,15,7,2016
5971,Airport,87,Trip Completed,15-07-2016 11:04,15-07-2016 11:47,15-07-2016,11,4,15,7,2016,15-07-2016,11,47,15,7,2016
6113,City,87,Trip Completed,15-07-2016 15:15,15-07-2016 16:22,15-07-2016,15,15,15,7,2016,15-07-2016,16,22,15,7,2016
6508,City,87,Trip Completed,15-07-2016 20:40,15-07-2016 21:39,15-07-2016,20,40,15,7,2016,15-07-2016,21,39,15,7,2016
746,Airport,88,Trip Completed,11-07-2016 15:47,11-07-2016 16:34,11-07-2016,15,47,11,7,2016,11-07-2016,16,34,11,7,2016
1488,Airport,88,Trip Completed,12-07-2016 05:31,12-07-2016 06:38,12-07-2016,5,31,12,7,2016,12-07-2016,6,38,12,7,2016
1838,City,88,Trip Completed,12-07-2016 09:40,12-07-2016 10:10,12-07-2016,9,40,12,7,2016,12-07-2016,10,10,12,7,2016
2839,Airport,88,Trip Completed,13-07-2016 05:20,13-07-2016 06:05,13-07-2016,5,20,13,7,2016,13-07-2016,6,5,13,7,2016
4391,City,88,Trip Completed,14-07-2016 07:52,14-07-2016 09:02,14-07-2016,7,52,14,7,2016,14-07-2016,9,2,14,7,2016
4701,City,88,Trip Completed,14-07-2016 13:09,14-07-2016 13:49,14-07-2016,13,9,14,7,2016,14-07-2016,13,49,14,7,2016
5171,Airport,88,Trip Completed,14-07-2016 20:29,14-07-2016 21:35,14-07-2016,20,29,14,7,2016,14-07-2016,21,35,14,7,2016
5962,City,88,Trip Completed,15-07-2016 10:48,15-07-2016 11:55,15-07-2016,10,48,15,7,2016,15-07-2016,11,55,15,7,2016
6118,City,88,Trip Completed,15-07-2016 15:17,15-07-2016 16:19,15-07-2016,15,17,15,7,2016,15-07-2016,16,19,15,7,2016
6450,City,88,Trip Completed,15-07-2016 20:01,15-07-2016 20:59,15-07-2016,20,1,15,7,2016,15-07-2016,20,59,15,7,2016
257,Airport,89,Trip Completed,11-07-2016 06:38,11-07-2016 07:50,11-07-2016,6,38,11,7,2016,11-07-2016,7,50,11,7,2016
708,Airport,89,Trip Completed,11-07-2016 14:16,11-07-2016 14:48,11-07-2016,14,16,11,7,2016,11-07-2016,14,48,11,7,2016
891,Airport,89,Trip Completed,11-07-2016 18:10,11-07-2016 19:14,11-07-2016,18,10,11,7,2016,11-07-2016,19,14,11,7,2016
1748,City,89,Trip Completed,12-07-2016 08:33,12-07-2016 09:14,12-07-2016,8,33,12,7,2016,12-07-2016,9,14,12,7,2016
2625,City,89,Trip Completed,12-07-2016 22:09,12-07-2016 23:18,12-07-2016,22,9,12,7,2016,12-07-2016,23,18,12,7,2016
3989,City,89,Trip Completed,13-07-2016 23:21,14-07-2016 00:31,13-07-2016,23,21,13,7,2016,14-07-2016,0,31,14,7,2016
5285,Airport,89,Trip Completed,14-07-2016 21:42,14-07-2016 22:12,14-07-2016,21,42,14,7,2016,14-07-2016,22,12,14,7,2016
6461,City,89,Trip Completed,15-07-2016 20:12,15-07-2016 21:12,15-07-2016,20,12,15,7,2016,15-07-2016,21,12,15,7,2016
1563,Airport,90,Trip Completed,12-07-2016 06:16,12-07-2016 07:32,12-07-2016,6,16,12,7,2016,12-07-2016,7,32,12,7,2016
2207,Airport,90,Trip Completed,12-07-2016 17:56,12-07-2016 19:14,12-07-2016,17,56,12,7,2016,12-07-2016,19,14,12,7,2016
2879,City,90,Trip Completed,13-07-2016 05:59,13-07-2016 06:50,13-07-2016,5,59,13,7,2016,13-07-2016,6,50,13,7,2016
3644,Airport,90,Trip Completed,13-07-2016 19:08,13-07-2016 19:54,13-07-2016,19,8,13,7,2016,13-07-2016,19,54,13,7,2016
3996,Airport,90,Trip Completed,13-07-2016 23:36,14-07-2016 00:35,13-07-2016,23,36,13,7,2016,14-07-2016,0,35,14,7,2016
4355,City,90,Trip Completed,14-07-2016 07:19,14-07-2016 07:59,14-07-2016,7,19,14,7,2016,14-07-2016,7,59,14,7,2016
4758,City,90,Trip Completed,14-07-2016 15:26,14-07-2016 16:07,14-07-2016,15,26,14,7,2016,14-07-2016,16,7,14,7,2016
6001,Airport,90,Trip Completed,15-07-2016 12:07,15-07-2016 13:18,15-07-2016,12,7,15,7,2016,15-07-2016,13,18,15,7,2016
1181,Airport,91,Trip Completed,11-07-2016 21:04,11-07-2016 22:06,11-07-2016,21,4,11,7,2016,11-07-2016,22,6,11,7,2016
1297,City,91,Trip Completed,11-07-2016 22:22,11-07-2016 23:03,11-07-2016,22,22,11,7,2016,11-07-2016,23,3,11,7,2016
1429,City,91,Trip Completed,12-07-2016 04:41,12-07-2016 05:22,12-07-2016,4,41,12,7,2016,12-07-2016,5,22,12,7,2016
2104,City,91,Trip Completed,12-07-2016 16:07,12-07-2016 17:04,12-07-2016,16,7,12,7,2016,12-07-2016,17,4,12,7,2016
2736,City,91,Trip Completed,13-07-2016 02:43,13-07-2016 03:54,13-07-2016,2,43,13,7,2016,13-07-2016,3,54,13,7,2016
3615,City,91,Trip Completed,13-07-2016 18:56,13-07-2016 19:43,13-07-2016,18,56,13,7,2016,13-07-2016,19,43,13,7,2016
4719,Airport,91,Trip Completed,14-07-2016 13:43,14-07-2016 14:46,14-07-2016,13,43,14,7,2016,14-07-2016,14,46,14,7,2016
4748,City,91,Trip Completed,14-07-2016 15:03,14-07-2016 16:22,14-07-2016,15,3,14,7,2016,14-07-2016,16,22,14,7,2016
870,City,92,Trip Completed,11-07-2016 17:57,11-07-2016 18:41,11-07-2016,17,57,11,7,2016,11-07-2016,18,41,11,7,2016
2124,Airport,92,Trip Completed,12-07-2016 16:53,12-07-2016 17:31,12-07-2016,16,53,12,7,2016,12-07-2016,17,31,12,7,2016
2457,Airport,92,Trip Completed,12-07-2016 20:31,12-07-2016 21:39,12-07-2016,20,31,12,7,2016,12-07-2016,21,39,12,7,2016
2621,City,92,Trip Completed,12-07-2016 22:05,12-07-2016 22:58,12-07-2016,22,5,12,7,2016,12-07-2016,22,58,12,7,2016
3168,City,92,Trip Completed,13-07-2016 09:12,13-07-2016 10:08,13-07-2016,9,12,13,7,2016,13-07-2016,10,8,13,7,2016
3285,Airport,92,Trip Completed,13-07-2016 10:59,13-07-2016 12:00,13-07-2016,10,59,13,7,2016,13-07-2016,12,0,13,7,2016
3315,City,92,Trip Completed,13-07-2016 12:09,13-07-2016 13:19,13-07-2016,12,9,13,7,2016,13-07-2016,13,19,13,7,2016
5585,City,92,Trip Completed,15-07-2016 05:58,15-07-2016 07:10,15-07-2016,5,58,15,7,2016,15-07-2016,7,10,15,7,2016
6235,City,92,Trip Completed,15-07-2016 17:47,15-07-2016 18:20,15-07-2016,17,47,15,7,2016,15-07-2016,18,20,15,7,2016
913,Airport,93,Trip Completed,11-07-2016 18:18,11-07-2016 19:15,11-07-2016,18,18,11,7,2016,11-07-2016,19,15,11,7,2016
1852,City,93,Trip Completed,12-07-2016 09:43,12-07-2016 10:58,12-07-2016,9,43,12,7,2016,12-07-2016,10,58,12,7,2016
3117,Airport,93,Trip Completed,13-07-2016 08:34,13-07-2016 09:07,13-07-2016,8,34,13,7,2016,13-07-2016,9,7,13,7,2016
3392,Airport,93,Trip Completed,13-07-2016 14:46,13-07-2016 15:17,13-07-2016,14,46,13,7,2016,13-07-2016,15,17,13,7,2016
4722,City,93,Trip Completed,14-07-2016 13:50,14-07-2016 14:59,14-07-2016,13,50,14,7,2016,14-07-2016,14,59,14,7,2016
692,Airport,94,Trip Completed,11-07-2016 13:49,11-07-2016 14:29,11-07-2016,13,49,11,7,2016,11-07-2016,14,29,11,7,2016
1351,Airport,94,Trip Completed,11-07-2016 23:44,12-07-2016 00:49,11-07-2016,23,44,11,7,2016,12-07-2016,0,49,12,7,2016
1800,City,94,Trip Completed,12-07-2016 09:09,12-07-2016 10:05,12-07-2016,9,9,12,7,2016,12-07-2016,10,5,12,7,2016
2434,City,94,Trip Completed,12-07-2016 20:16,12-07-2016 21:15,12-07-2016,20,16,12,7,2016,12-07-2016,21,15,12,7,2016
3212,City,94,Trip Completed,13-07-2016 09:48,13-07-2016 10:45,13-07-2016,9,48,13,7,2016,13-07-2016,10,45,13,7,2016
3340,City,94,Trip Completed,13-07-2016 12:45,13-07-2016 13:37,13-07-2016,12,45,13,7,2016,13-07-2016,13,37,13,7,2016
3598,Airport,94,Trip Completed,13-07-2016 18:38,13-07-2016 19:40,13-07-2016,18,38,13,7,2016,13-07-2016,19,40,13,7,2016
53,Airport,95,Trip Completed,11-07-2016 03:30,11-07-2016 04:22,11-07-2016,3,30,11,7,2016,11-07-2016,4,22,11,7,2016
3558,Airport,95,Trip Completed,13-07-2016 18:14,13-07-2016 18:51,13-07-2016,18,14,13,7,2016,13-07-2016,18,51,13,7,2016
4257,City,95,Trip Completed,14-07-2016 06:10,14-07-2016 07:08,14-07-2016,6,10,14,7,2016,14-07-2016,7,8,14,7,2016
4869,City,95,Trip Completed,14-07-2016 17:49,14-07-2016 18:20,14-07-2016,17,49,14,7,2016,14-07-2016,18,20,14,7,2016
5548,City,95,Trip Completed,15-07-2016 05:24,15-07-2016 06:06,15-07-2016,5,24,15,7,2016,15-07-2016,6,6,15,7,2016
5630,Airport,95,Trip Completed,15-07-2016 06:32,15-07-2016 07:14,15-07-2016,6,32,15,7,2016,15-07-2016,7,14,15,7,2016
6645,City,95,Trip Completed,15-07-2016 22:10,15-07-2016 23:00,15-07-2016,22,10,15,7,2016,15-07-2016,23,0,15,7,2016
156,Airport,96,Trip Completed,11-07-2016 05:35,11-07-2016 06:40,11-07-2016,5,35,11,7,2016,11-07-2016,6,40,11,7,2016
350,City,96,Trip Completed,11-07-2016 07:53,11-07-2016 08:40,11-07-2016,7,53,11,7,2016,11-07-2016,8,40,11,7,2016
976,Airport,96,Trip Completed,11-07-2016 18:54,11-07-2016 19:48,11-07-2016,18,54,11,7,2016,11-07-2016,19,48,11,7,2016
1344,City,96,Trip Completed,11-07-2016 23:35,12-07-2016 00:39,11-07-2016,23,35,11,7,2016,12-07-2016,0,39,12,7,2016
1524,City,96,Trip Completed,12-07-2016 05:50,12-07-2016 06:59,12-07-2016,5,50,12,7,2016,12-07-2016,6,59,12,7,2016
2143,Airport,96,Trip Completed,12-07-2016 17:15,12-07-2016 17:56,12-07-2016,17,15,12,7,2016,12-07-2016,17,56,12,7,2016
2353,City,96,Trip Completed,12-07-2016 19:31,12-07-2016 20:23,12-07-2016,19,31,12,7,2016,12-07-2016,20,23,12,7,2016
3028,Airport,96,Trip Completed,13-07-2016 07:28,13-07-2016 08:14,13-07-2016,7,28,13,7,2016,13-07-2016,8,14,13,7,2016
3913,Airport,96,Trip Completed,13-07-2016 22:14,13-07-2016 22:56,13-07-2016,22,14,13,7,2016,13-07-2016,22,56,13,7,2016
4274,City,96,Trip Completed,14-07-2016 06:18,14-07-2016 07:27,14-07-2016,6,18,14,7,2016,14-07-2016,7,27,14,7,2016
4673,City,96,Trip Completed,14-07-2016 12:35,14-07-2016 13:44,14-07-2016,12,35,14,7,2016,14-07-2016,13,44,14,7,2016
6198,Airport,96,Trip Completed,15-07-2016 17:23,15-07-2016 18:11,15-07-2016,17,23,15,7,2016,15-07-2016,18,11,15,7,2016
569,Airport,97,Trip Completed,11-07-2016 10:37,11-07-2016 11:44,11-07-2016,10,37,11,7,2016,11-07-2016,11,44,11,7,2016
1626,Airport,97,Trip Completed,12-07-2016 06:58,12-07-2016 07:49,12-07-2016,6,58,12,7,2016,12-07-2016,7,49,12,7,2016
3505,City,97,Trip Completed,13-07-2016 17:37,13-07-2016 18:22,13-07-2016,17,37,13,7,2016,13-07-2016,18,22,13,7,2016
3758,City,97,Trip Completed,13-07-2016 20:37,13-07-2016 21:16,13-07-2016,20,37,13,7,2016,13-07-2016,21,16,13,7,2016
4649,City,97,Trip Completed,14-07-2016 11:50,14-07-2016 12:44,14-07-2016,11,50,14,7,2016,14-07-2016,12,44,14,7,2016
4745,Airport,97,Trip Completed,14-07-2016 15:06,14-07-2016 16:05,14-07-2016,15,6,14,7,2016,14-07-2016,16,5,14,7,2016
5354,Airport,97,Trip Completed,14-07-2016 23:07,15-07-2016 00:01,14-07-2016,23,7,14,7,2016,15-07-2016,0,1,15,7,2016
5953,City,97,Trip Completed,15-07-2016 10:42,15-07-2016 11:38,15-07-2016,10,42,15,7,2016,15-07-2016,11,38,15,7,2016
6577,City,97,Trip Completed,15-07-2016 21:19,15-07-2016 21:48,15-07-2016,21,19,15,7,2016,15-07-2016,21,48,15,7,2016
1565,Airport,98,Trip Completed,12-07-2016 06:21,12-07-2016 07:32,12-07-2016,6,21,12,7,2016,12-07-2016,7,32,12,7,2016
1973,Airport,98,Trip Completed,12-07-2016 12:17,12-07-2016 12:47,12-07-2016,12,17,12,7,2016,12-07-2016,12,47,12,7,2016
2363,Airport,98,Trip Completed,12-07-2016 19:31,12-07-2016 20:32,12-07-2016,19,31,12,7,2016,12-07-2016,20,32,12,7,2016
2994,City,98,Trip Completed,13-07-2016 07:15,13-07-2016 08:12,13-07-2016,7,15,13,7,2016,13-07-2016,8,12,13,7,2016
3201,Airport,98,Trip Completed,13-07-2016 09:33,13-07-2016 10:17,13-07-2016,9,33,13,7,2016,13-07-2016,10,17,13,7,2016
3511,City,98,Trip Completed,13-07-2016 17:38,13-07-2016 18:54,13-07-2016,17,38,13,7,2016,13-07-2016,18,54,13,7,2016
3956,Airport,98,Trip Completed,13-07-2016 22:47,13-07-2016 23:41,13-07-2016,22,47,13,7,2016,13-07-2016,23,41,13,7,2016
4359,City,98,Trip Completed,14-07-2016 07:27,14-07-2016 08:03,14-07-2016,7,27,14,7,2016,14-07-2016,8,3,14,7,2016
4798,City,98,Trip Completed,14-07-2016 16:52,14-07-2016 17:39,14-07-2016,16,52,14,7,2016,14-07-2016,17,39,14,7,2016
5955,Airport,98,Trip Completed,15-07-2016 10:45,15-07-2016 11:48,15-07-2016,10,45,15,7,2016,15-07-2016,11,48,15,7,2016
6117,Airport,98,Trip Completed,15-07-2016 15:17,15-07-2016 16:06,15-07-2016,15,17,15,7,2016,15-07-2016,16,6,15,7,2016
6252,City,98,Trip Completed,15-07-2016 18:00,15-07-2016 18:46,15-07-2016,18,0,15,7,2016,15-07-2016,18,46,15,7,2016
101,Airport,99,Trip Completed,11-07-2016 05:08,11-07-2016 06:09,11-07-2016,5,8,11,7,2016,11-07-2016,6,9,11,7,2016
351,City,99,Trip Completed,11-07-2016 07:53,11-07-2016 08:55,11-07-2016,7,53,11,7,2016,11-07-2016,8,55,11,7,2016
871,City,99,Trip Completed,11-07-2016 17:57,11-07-2016 18:42,11-07-2016,17,57,11,7,2016,11-07-2016,18,42,11,7,2016
1330,Airport,99,Trip Completed,11-07-2016 23:11,12-07-2016 00:14,11-07-2016,23,11,11,7,2016,12-07-2016,0,14,12,7,2016
3227,Airport,99,Trip Completed,13-07-2016 09:52,13-07-2016 10:33,13-07-2016,9,52,13,7,2016,13-07-2016,10,33,13,7,2016
4921,City,99,Trip Completed,14-07-2016 18:14,14-07-2016 19:20,14-07-2016,18,14,14,7,2016,14-07-2016,19,20,14,7,2016
5373,City,99,Trip Completed,14-07-2016 23:42,15-07-2016 00:17,14-07-2016,23,42,14,7,2016,15-07-2016,0,17,15,7,2016
6612,Airport,99,Trip Completed,15-07-2016 21:49,15-07-2016 22:28,15-07-2016,21,49,15,7,2016,15-07-2016,22,28,15,7,2016
50,City,100,Trip Completed,11-07-2016 03:22,11-07-2016 03:57,11-07-2016,3,22,11,7,2016,11-07-2016,3,57,11,7,2016
102,Airport,100,Trip Completed,11-07-2016 05:01,11-07-2016 05:38,11-07-2016,5,1,11,7,2016,11-07-2016,5,38,11,7,2016
211,City,100,Trip Completed,11-07-2016 06:08,11-07-2016 06:47,11-07-2016,6,8,11,7,2016,11-07-2016,6,47,11,7,2016
510,City,100,Trip Completed,11-07-2016 09:40,11-07-2016 11:01,11-07-2016,9,40,11,7,2016,11-07-2016,11,1,11,7,2016
1548,Airport,100,Trip Completed,12-07-2016 06:10,12-07-2016 07:12,12-07-2016,6,10,12,7,2016,12-07-2016,7,12,12,7,2016
2208,City,100,Trip Completed,12-07-2016 17:59,12-07-2016 19:00,12-07-2016,17,59,12,7,2016,12-07-2016,19,0,12,7,2016
4030,City,100,Trip Completed,14-07-2016 00:13,14-07-2016 00:47,14-07-2016,0,13,14,7,2016,14-07-2016,0,47,14,7,2016
4370,City,100,Trip Completed,14-07-2016 07:36,14-07-2016 08:16,14-07-2016,7,36,14,7,2016,14-07-2016,8,16,14,7,2016
5834,Airport,100,Trip Completed,15-07-2016 08:54,15-07-2016 10:05,15-07-2016,8,54,15,7,2016,15-07-2016,10,5,15,7,2016
639,City,101,Trip Completed,11-07-2016 12:28,11-07-2016 12:56,11-07-2016,12,28,11,7,2016,11-07-2016,12,56,11,7,2016
1451,Airport,101,Trip Completed,12-07-2016 04:53,12-07-2016 05:40,12-07-2016,4,53,12,7,2016,12-07-2016,5,40,12,7,2016
2335,City,101,Trip Completed,12-07-2016 19:15,12-07-2016 20:02,12-07-2016,19,15,12,7,2016,12-07-2016,20,2,12,7,2016
2572,Airport,101,Trip Completed,12-07-2016 21:35,12-07-2016 22:42,12-07-2016,21,35,12,7,2016,12-07-2016,22,42,12,7,2016
3326,Airport,101,Trip Completed,13-07-2016 12:29,13-07-2016 13:09,13-07-2016,12,29,13,7,2016,13-07-2016,13,9,13,7,2016
3916,City,101,Trip Completed,13-07-2016 22:08,13-07-2016 23:22,13-07-2016,22,8,13,7,2016,13-07-2016,23,22,13,7,2016
4514,City,101,Trip Completed,14-07-2016 09:16,14-07-2016 10:16,14-07-2016,9,16,14,7,2016,14-07-2016,10,16,14,7,2016
6604,City,101,Trip Completed,15-07-2016 21:42,15-07-2016 22:19,15-07-2016,21,42,15,7,2016,15-07-2016,22,19,15,7,2016
373,Airport,102,Trip Completed,11-07-2016 08:09,11-07-2016 09:16,11-07-2016,8,9,11,7,2016,11-07-2016,9,16,11,7,2016
1338,Airport,102,Trip Completed,11-07-2016 23:23,11-07-2016 23:58,11-07-2016,23,23,11,7,2016,11-07-2016,23,58,11,7,2016
1830,City,102,Trip Completed,12-07-2016 09:33,12-07-2016 10:43,12-07-2016,9,33,12,7,2016,12-07-2016,10,43,12,7,2016
2274,City,102,Trip Completed,12-07-2016 18:33,12-07-2016 19:22,12-07-2016,18,33,12,7,2016,12-07-2016,19,22,12,7,2016
3224,Airport,102,Trip Completed,13-07-2016 09:52,13-07-2016 10:28,13-07-2016,9,52,13,7,2016,13-07-2016,10,28,13,7,2016
5321,City,102,Trip Completed,14-07-2016 22:09,14-07-2016 22:46,14-07-2016,22,9,14,7,2016,14-07-2016,22,46,14,7,2016
5520,City,102,Trip Completed,15-07-2016 05:17,15-07-2016 06:01,15-07-2016,5,17,15,7,2016,15-07-2016,6,1,15,7,2016
5842,City,102,Trip Completed,15-07-2016 09:04,15-07-2016 09:53,15-07-2016,9,4,15,7,2016,15-07-2016,9,53,15,7,2016
6429,Airport,102,Trip Completed,15-07-2016 19:49,15-07-2016 20:34,15-07-2016,19,49,15,7,2016,15-07-2016,20,34,15,7,2016
6704,Airport,102,Trip Completed,15-07-2016 22:58,15-07-2016 23:59,15-07-2016,22,58,15,7,2016,15-07-2016,23,59,15,7,2016
2057,Airport,103,Trip Completed,12-07-2016 15:02,12-07-2016 15:36,12-07-2016,15,2,12,7,2016,12-07-2016,15,36,12,7,2016
3723,Airport,103,Trip Completed,13-07-2016 20:03,13-07-2016 20:57,13-07-2016,20,3,13,7,2016,13-07-2016,20,57,13,7,2016
4492,City,103,Trip Completed,14-07-2016 09:01,14-07-2016 10:05,14-07-2016,9,1,14,7,2016,14-07-2016,10,5,14,7,2016
5153,Airport,103,Trip Completed,14-07-2016 20:29,14-07-2016 21:38,14-07-2016,20,29,14,7,2016,14-07-2016,21,38,14,7,2016
6531,City,103,Trip Completed,15-07-2016 20:49,15-07-2016 21:27,15-07-2016,20,49,15,7,2016,15-07-2016,21,27,15,7,2016
521,City,104,Trip Completed,11-07-2016 09:48,11-07-2016 10:55,11-07-2016,9,48,11,7,2016,11-07-2016,10,55,11,7,2016
1850,City,104,Trip Completed,12-07-2016 09:45,12-07-2016 10:20,12-07-2016,9,45,12,7,2016,12-07-2016,10,20,12,7,2016
2851,Airport,104,Trip Completed,13-07-2016 05:31,13-07-2016 06:39,13-07-2016,5,31,13,7,2016,13-07-2016,6,39,13,7,2016
5380,Airport,104,Trip Completed,14-07-2016 23:50,15-07-2016 00:39,14-07-2016,23,50,14,7,2016,15-07-2016,0,39,15,7,2016
5917,Airport,104,Trip Completed,15-07-2016 10:04,15-07-2016 10:54,15-07-2016,10,4,15,7,2016,15-07-2016,10,54,15,7,2016
148,Airport,105,Trip Completed,11-07-2016 05:36,11-07-2016 06:46,11-07-2016,5,36,11,7,2016,11-07-2016,6,46,11,7,2016
1113,City,105,Trip Completed,11-07-2016 20:18,11-07-2016 20:55,11-07-2016,20,18,11,7,2016,11-07-2016,20,55,11,7,2016
